Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
9576.000000, 10007.000000, 14525.000000, 16870.000000, 23360.000000, 12496.000000, 11363.000000, 17540.000000, 15023.000000
9455.000000, 10841.000000, 16596.000000, 17276.000000, 25678.000000, 14924.000000, 11248.000000, 18324.000000, 14819.000000
11492.000000, 9863.000000, 14930.000000, 18698.000000, 21541.000000, 10331.000000, 10351.000000, 12555.000000, 14009.000000
9342.000000, 9719.000000, 15107.000000, 18616.000000, 21593.000000, 12066.000000, 14649.000000, 14644.000000, 14533.000000
10160.000000, 9507.000000, 20532.000000, 19330.000000, 23474.000000, 11458.000000, 10475.000000, 15339.000000, 20782.000000
11339.000000, 9584.000000, 14426.000000, 20432.000000, 24857.000000, 12766.000000, 11101.000000, 14675.000000, 15154.000000
10200.000000, 11113.000000, 15586.000000, 17701.000000, 28683.000000, 12284.000000, 13359.000000, 13249.000000, 13390.000000
11674.000000, 9840.000000, 13917.000000, 17308.000000, 18434.000000, 10482.000000, 11841.000000, 13072.000000, 17383.000000
11535.000000, 9796.000000, 14081.000000, 19692.000000, 18442.000000, 10852.000000, 10153.000000, 11984.000000, 14227.000000
11042.000000, 9771.000000, 17303.000000, 18992.000000, 22799.000000, 10398.000000, 10175.000000, 15736.000000, 15186.000000
9379.000000, 9685.000000, 19851.000000, 17241.000000, 23235.000000, 10595.000000, 16679.000000, 16935.000000, 14305.000000
9335.000000, 10590.000000, 19240.000000, 19130.000000, 22726.000000, 9565.000000, 10541.000000, 12500.000000, 14601.000000
9278.000000, 9820.000000, 15290.000000, 18587.000000, 21270.000000, 11038.000000, 11458.000000, 12527.000000, 14530.000000
9359.000000, 10813.000000, 18722.000000, 21355.000000, 20260.000000, 9682.000000, 11930.000000, 12551.000000, 13779.000000
9393.000000, 11588.000000, 15938.000000, 16951.000000, 18806.000000, 9594.000000, 11442.000000, 12461.000000, 14416.000000
9502.000000, 9372.000000, 15684.000000, 17714.000000, 23380.000000, 10243.000000, 12047.000000, 14273.000000, 14212.000000
9195.000000, 9615.000000, 14833.000000, 17148.000000, 20833.000000, 10625.000000, 16671.000000, 15858.000000, 14241.000000
10539.000000, 9995.000000, 14649.000000, 15585.000000, 19730.000000, 9372.000000, 10681.000000, 15397.000000, 13136.000000
9847.000000, 9865.000000, 17443.000000, 20862.000000, 17816.000000, 9989.000000, 15412.000000, 12885.000000, 15877.000000
9218.000000, 10024.000000, 16185.000000, 19656.000000, 30687.000000, 15464.000000, 12109.000000, 13871.000000, 17511.000000
9837.000000, 10457.000000, 14338.000000, 16584.000000, 20894.000000, 9443.000000, 13527.000000, 18841.000000, 14615.000000
9425.000000, 9650.000000, 15099.000000, 18399.000000, 19518.000000, 9640.000000, 11046.000000, 11940.000000, 12823.000000
9327.000000, 9349.000000, 14389.000000, 16272.000000, 22291.000000, 10055.000000, 10678.000000, 11892.000000, 13613.000000
9401.000000, 9717.000000, 16680.000000, 17146.000000, 23227.000000, 10973.000000, 10297.000000, 12833.000000, 14439.000000
9257.000000, 9236.000000, 16535.000000, 16550.000000, 19161.000000, 12111.000000, 10290.000000, 14630.000000, 15738.000000
9691.000000, 9864.000000, 15806.000000, 20967.000000, 21029.000000, 12647.000000, 12631.000000, 11982.000000, 14325.000000
9672.000000, 9953.000000, 15516.000000, 18341.000000, 18942.000000, 12932.000000, 10160.000000, 13387.000000, 14086.000000
9379.000000, 9823.000000, 16199.000000, 17360.000000, 18967.000000, 10219.000000, 11266.000000, 21139.000000, 17852.000000
10258.000000, 9841.000000, 18647.000000, 15672.000000, 21623.000000, 14806.000000, 14354.000000, 14572.000000, 15360.000000
9451.000000, 9851.000000, 21003.000000, 17617.000000, 25592.000000, 15148.000000, 13686.000000, 11488.000000, 16350.000000
10026.000000, 9784.000000, 15358.000000, 16443.000000, 23288.000000, 9761.000000, 9783.000000, 14537.000000, 26973.000000
13987.000000, 11053.000000, 14492.000000, 19000.000000, 25826.000000, 12498.000000, 13996.000000, 16363.000000, 15144.000000
9718.000000, 11450.000000, 22037.000000, 20051.000000, 22865.000000, 12890.000000, 13249.000000, 14526.000000, 14972.000000
9202.000000, 9549.000000, 15641.000000, 15433.000000, 24182.000000, 16545.000000, 11705.000000, 15840.000000, 16422.000000
9228.000000, 9390.000000, 17729.000000, 17041.000000, 22509.000000, 12267.000000, 11741.000000, 11442.000000, 14561.000000
9125.000000, 9475.000000, 17217.000000, 15959.000000, 19207.000000, 9589.000000, 14246.000000, 18927.000000, 12683.000000
9227.000000, 9423.000000, 15914.000000, 19546.000000, 22326.000000, 9373.000000, 11294.000000, 15061.000000, 14113.000000
9220.000000, 9480.000000, 14130.000000, 16440.000000, 17547.000000, 11633.000000, 12065.000000, 15326.000000, 15045.000000
9198.000000, 13410.000000, 15480.000000, 19473.000000, 17808.000000, 9421.000000, 10851.000000, 9971.000000, 14358.000000
9124.000000, 9414.000000, 15591.000000, 14582.000000, 21501.000000, 9851.000000, 14488.000000, 13104.000000, 13715.000000
9158.000000, 10417.000000, 22105.000000, 16130.000000, 19059.000000, 9921.000000, 10357.000000, 12144.000000, 16758.000000
12007.000000, 10437.000000, 16007.000000, 20717.000000, 22180.000000, 10811.000000, 16969.000000, 12500.000000, 15380.000000
9617.000000, 9961.000000, 21490.000000, 22153.000000, 20201.000000, 13741.000000, 12191.000000, 16909.000000, 14955.000000
9785.000000, 10704.000000, 16013.000000, 20142.000000, 21220.000000, 10348.000000, 11300.000000, 12798.000000, 15122.000000
9622.000000, 10224.000000, 16592.000000, 16610.000000, 20897.000000, 9740.000000, 11300.000000, 13852.000000, 16798.000000
12937.000000, 11998.000000, 15287.000000, 15404.000000, 18939.000000, 9612.000000, 11299.000000, 14429.000000, 15148.000000
9629.000000, 10015.000000, 15104.000000, 18414.000000, 24436.000000, 10084.000000, 9946.000000, 18249.000000, 13789.000000
10569.000000, 10319.000000, 20858.000000, 20934.000000, 23345.000000, 13308.000000, 12087.000000, 13946.000000, 14531.000000
9491.000000, 9433.000000, 13816.000000, 20185.000000, 23523.000000, 9462.000000, 12541.000000, 12864.000000, 17300.000000
10494.000000, 9468.000000, 14569.000000, 19672.000000, 18965.000000, 10591.000000, 11371.000000, 17060.000000, 15178.000000
9120.000000, 9408.000000, 15136.000000, 20251.000000, 19766.000000, 9434.000000, 13976.000000, 15257.000000, 12687.000000
9680.000000, 9436.000000, 18086.000000, 16795.000000, 20321.000000, 9408.000000, 10856.000000, 15487.000000, 15146.000000
9156.000000, 9273.000000, 14953.000000, 19264.000000, 18721.000000, 9694.000000, 13606.000000, 17016.000000, 13274.000000
10937.000000, 9580.000000, 14801.000000, 21969.000000, 32172.000000, 9041.000000, 15023.000000, 12057.000000, 12649.000000
9146.000000, 9933.000000, 17752.000000, 18268.000000, 20243.000000, 9673.000000, 11879.000000, 15550.000000, 14757.000000
9306.000000, 9767.000000, 14259.000000, 18926.000000, 17826.000000, 12117.000000, 13944.000000, 13596.000000, 15031.000000
9524.000000, 9958.000000, 25480.000000, 20816.000000, 25695.000000, 14972.000000, 13735.000000, 15786.000000, 13587.000000
9616.000000, 10087.000000, 15767.000000, 16902.000000, 19968.000000, 9811.000000, 12306.000000, 13357.000000, 18671.000000
10404.000000, 9796.000000, 13584.000000, 19231.000000, 24900.000000, 10074.000000, 12066.000000, 12803.000000, 15265.000000
9840.000000, 10211.000000, 16465.000000, 18421.000000, 21636.000000, 10346.000000, 17147.000000, 12593.000000, 15502.000000
14234.000000, 9540.000000, 13692.000000, 19326.000000, 19459.000000, 10228.000000, 14129.000000, 16694.000000, 12813.000000
10789.000000, 11544.000000, 14273.000000, 18448.000000, 25270.000000, 14078.000000, 14102.000000, 13447.000000, 16095.000000
13337.000000, 12602.000000, 14937.000000, 22872.000000, 21845.000000, 11374.000000, 12013.000000, 12914.000000, 16884.000000
9688.000000, 10008.000000, 17079.000000, 20747.000000, 18483.000000, 9981.000000, 11293.000000, 10536.000000, 14351.000000
9347.000000, 9574.000000, 13886.000000, 18265.000000, 20169.000000, 9291.000000, 15941.000000, 14566.000000, 14581.000000
9141.000000, 9504.000000, 14760.000000, 20942.000000, 20565.000000, 11054.000000, 14126.000000, 17518.000000, 16108.000000
9239.000000, 9387.000000, 14464.000000, 18011.000000, 18387.000000, 9188.000000, 11022.000000, 11830.000000, 14057.000000
8964.000000, 9563.000000, 13443.000000, 20311.000000, 19102.000000, 10765.000000, 11457.000000, 17007.000000, 12771.000000
9098.000000, 9920.000000, 19512.000000, 16956.000000, 19062.000000, 9619.000000, 11261.000000, 15693.000000, 18755.000000
10800.000000, 10522.000000, 15355.000000, 16267.000000, 21016.000000, 9457.000000, 12598.000000, 15839.000000, 12937.000000
9955.000000, 9319.000000, 16811.000000, 16366.000000, 19413.000000, 13146.000000, 12296.000000, 17762.000000, 16066.000000
9284.000000, 10590.000000, 13684.000000, 17042.000000, 17905.000000, 9654.000000, 10151.000000, 12516.000000, 12778.000000
